"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.ID","Gene.symbol","Gene.title"
"206500_s_at","206500_s_at",1.61871779918906e-05,5.94347436222904e-08,-7.88393398189005,8.46447156601039,-2.54944093189583,"55320","MIS18BP1","MIS18 binding protein 1"
"221220_s_at","221220_s_at",1.69009589459498e-05,6.292956736352e-08,-7.85729340563704,8.40949158358326,-2.00121883410417,"55681","SCYL2","SCY1 like pseudokinase 2"
"203666_at","203666_at",1.79832670529695e-05,7.16094307844366e-08,7.79721047901785,8.28511352929129,2.10179436179167,"6387","CXCL12","C-X-C motif chemokine ligand 12"
"204163_at","204163_at",1.90912446512733e-05,7.89832741429315e-08,7.7517851050517,8.19072830791924,2.38218225745833,"11117","EMILIN1","elastin microfibril interfacer 1"
"203276_at","203276_at",2.03464553959887e-05,8.5228468070284e-08,-7.7166023645363,8.11741857998616,-3.80648945916667,"4001","LMNB1","lamin B1"
"204291_at","204291_at",2.37098585153929e-05,1.1403096870929e-07,-7.58270195321567,7.83676617117636,-2.113853626875,"9849","ZNF518A","zinc finger protein 518A"
"212177_at","212177_at",2.47103023458284e-05,1.23712881967914e-07,-7.54541674922175,7.7581544004862,-2.1470604290625,"25957","PNISR","PNN interacting serine and arginine rich protein"
"207657_x_at","207657_x_at",2.47103023458284e-05,1.25231919630304e-07,-7.53984041867829,7.74638003584475,-2.31205692522917,"3842","TNPO1","transportin 1"
"214723_x_at","214723_x_at",2.74743914499871e-05,1.4896924511697e-07,-7.46073390322888,7.57886409346579,-2.5717234555,"375248","ANKRD36","ankyrin repeat domain 36"
"201508_at","201508_at",3.32076129397647e-05,1.99207896830569e-07,7.32912605385108,7.29817896729909,2.3106987695625,"3487","IGFBP4","insulin like growth factor binding protein 4"
"209226_s_at","209226_s_at",3.94779813796072e-05,2.56949366889156e-07,-7.21469956108558,7.05212954762008,-2.7372667359375,"3842","TNPO1","transportin 1"
"201083_s_at","201083_s_at",3.94779813796072e-05,2.64275253208138e-07,-7.20210876756973,7.02494249630519,-2.0887022996875,"9774","BCLAF1","BCL2 associated transcription factor 1"
"212634_at","212634_at",3.94779813796072e-05,2.6908556238266e-07,-7.19403475808134,7.00749667599072,-2.06751441789583,"23376","UFL1","UFM1 specific ligase 1"
"211968_s_at","211968_s_at",3.94779813796072e-05,2.75782208821295e-07,-7.1830378474562,6.9837204498766,-2.547675254875,"3320","HSP90AA1","heat shock protein 90 alpha family class A member 1"
"214709_s_at","214709_s_at",3.94779813796072e-05,2.77654520743992e-07,-7.18001221661251,6.97717579856237,-2.08594960360417,"3895","KTN1","kinectin 1"
"221088_s_at","221088_s_at",4.01997915265358e-05,2.93125645407331e-07,-7.15578424879229,6.92472255627423,-2.06989929695834,"55607","PPP1R9A","protein phosphatase 1 regulatory subunit 9A"
"213878_at","213878_at",4.14851356344942e-05,3.12527636447543e-07,-7.12719132741374,6.86271318734257,-2.12578111052084,"79912","PYROXD1","pyridine nucleotide-disulphide oxidoreductase domain 1"
"214007_s_at","214007_s_at",4.24018355058439e-05,3.28917377353084e-07,-7.10442224319423,6.81325203699814,-2.03071256733333,"5756","TWF1","twinfilin actin binding protein 1"
"221645_s_at","221645_s_at",4.27859227256989e-05,3.38051510582545e-07,-7.09223272437934,6.78674303191042,-2.60187305229167,"55769","ZNF83","zinc finger protein 83"
"215342_s_at","215342_s_at",4.70302102693803e-05,4.08329874863236e-07,-7.00841373952062,6.60389868409812,-2.31363488904167,"9910","RABGAP1L","RAB GTPase activating protein 1 like"
"219976_at","219976_at",4.83829731244385e-05,4.48386784397271e-07,-6.96703377344229,6.51327296678789,-3.18026072860417,"51361","HOOK1","hook microtubule tethering protein 1"
"205709_s_at","205709_s_at",4.83829731244385e-05,4.65194578433275e-07,-6.95078830083897,6.477629529766,-2.45026571504167,"1040","CDS1","CDP-diacylglycerol synthase 1"
"201730_s_at","201730_s_at",4.83829731244385e-05,4.67404275910645e-07,-6.94869740545267,6.47303936076536,-2.18951380827083,"7175","TPR","translocated promoter region, nuclear basket protein"
"217525_at","217525_at",4.9748796271853e-05,4.99650195975043e-07,6.91928771243531,6.40841241094919,2.51827981070833,"283298","OLFML1","olfactomedin like 1"
"205250_s_at","205250_s_at",5.03854409653278e-05,5.29882164184727e-07,-6.89343069703095,6.3514946972946,-2.06197610441667,"80184","CEP290","centrosomal protein 290"
"210962_s_at","210962_s_at",5.10535578704108e-05,5.57082314250229e-07,-6.87142736358693,6.30298817286955,-2.04773005902084,"10142","AKAP9","A-kinase anchoring protein 9"
"219036_at","219036_at",5.39253287290917e-05,6.11404858871415e-07,-6.83060046157085,6.21281096980878,-2.44024824785417,"80321","CEP70","centrosomal protein 70"
"209284_s_at","209284_s_at",5.43509562382593e-05,6.21169846856043e-07,-6.82365716774174,6.19745241800125,-2.020835163625,"23272","FAM208A","family with sequence similarity 208 member A"
"200841_s_at","200841_s_at",5.63887129524401e-05,6.59039619757536e-07,-6.79774882314231,6.14008589783473,-2.16718047325,"2058","EPRS","glutamyl-prolyl-tRNA synthetase"
"213024_at","213024_at",5.65224253980947e-05,6.66448414478233e-07,-6.7928588498295,6.12924834741257,-2.02091175616667,"7110","TMF1","TATA element modulatory factor 1"
"205699_at","205699_at",5.65321453225001e-05,6.69486542837695e-07,-6.7908696929466,6.12483890056539,-2.83636052460417,"5608","MAP2K6","mitogen-activated protein kinase kinase 6"
"201831_s_at","201831_s_at",5.65907639708605e-05,6.73107292408228e-07,-6.7885111156464,6.11960985643565,-2.017931264375,"8615","USO1","USO1 vesicle transport factor"
"213070_at","213070_at",6.17470254245517e-05,7.47210216132032e-07,-6.7429006392021,6.01834358922483,-2.0071480295625,"5286","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"204860_s_at","204860_s_at",6.41846967710549e-05,8.48921375959611e-07,-6.68732255096415,5.89457284588324,-2.1127559845625,"4671","NAIP","NLR family apoptosis inhibitory protein"
"203088_at","203088_at",6.5006816596388e-05,8.84149183681545e-07,6.66965086543144,5.85513304080914,2.45220889702083,"10516","FBLN5","fibulin 5"
"212266_s_at","212266_s_at",6.51703264361089e-05,8.99854018639968e-07,-6.66200371053284,5.83805333597128,-2.17390047016667,"6430","SRSF5","serine and arginine rich splicing factor 5"
"213353_at","213353_at",6.53870942796864e-05,9.16372888751876e-07,-6.65410619223264,5.8204063995696,-2.40076470704167,"23461","ABCA5","ATP binding cassette subfamily A member 5"
"209687_at","209687_at",6.58893359870433e-05,9.29607224532359e-07,6.64788339753371,5.80649586325321,2.3095850534375,"6387","CXCL12","C-X-C motif chemokine ligand 12"
"209156_s_at","209156_s_at",6.75051537474967e-05,9.56529561297724e-07,6.63549958947959,5.77879783028494,2.11476228329167,"1292","COL6A2","collagen type VI alpha 2 chain"
"220591_s_at","220591_s_at",6.88870985276735e-05,1.01849188771997e-06,-6.60830254164504,5.71789783143509,-3.518827755375,"80258","EFHC2","EF-hand domain containing 2"
"210538_s_at","210538_s_at",6.88870985276735e-05,1.02444880189125e-06,-6.605777640514,5.71223915901813,-2.86614901697917,"330","BIRC3","baculoviral IAP repeat containing 3"
"219174_at","219174_at",7.01103959365397e-05,1.07013255867618e-06,-6.58689934380432,5.66990394940391,-2.222097095375,"80173","IFT74","intraflagellar transport 74"
"220269_at","220269_at",7.30575879773471e-05,1.15988413451133e-06,-6.55209945116235,5.59174342128151,-3.42982989654167,"79740","ZBBX","zinc finger B-box domain containing"
"208859_s_at","208859_s_at",7.41083568822053e-05,1.18959691671629e-06,-6.5411830826031,5.56719318889896,-2.1882208873125,"546","ATRX","ATRX, chromatin remodeler"
"203167_at","203167_at",7.41172961858993e-05,1.21503764239179e-06,6.53205560643162,5.5466543499255,2.18523110816666,"7077","TIMP2","TIMP metallopeptidase inhibitor 2"
"206059_at","206059_at",7.72563946594812e-05,1.29949229318315e-06,-6.50309887372044,5.48142494047025,-2.6729581035625,"7644","ZNF91","zinc finger protein 91"
"201621_at","201621_at",8.48741682173997e-05,1.49233165402678e-06,6.44361256578455,5.34708982998216,2.650678386,"4681","NBL1","neuroblastoma 1, DAN family BMP antagonist"
"222111_at","222111_at",8.55199934941025e-05,1.51695494484549e-06,-6.43658893611309,5.33119933019695,-2.18930717577084,"54629","FAM63B","family with sequence similarity 63 member B"
"209007_s_at","209007_s_at",8.9099391575806e-05,1.61270036983669e-06,-6.41034343014736,5.27176611070095,-2.26721430845834,"57035","RSRP1","arginine and serine rich protein 1"
"203895_at","203895_at",9.11512349762706e-05,1.71583231790673e-06,-6.38379794049561,5.21156655617333,-2.36810748102083,"5332","PLCB4","phospholipase C beta 4"
"207616_s_at","207616_s_at",9.55741247367815e-05,1.8438348674012e-06,-6.35303163107194,5.14168636119945,-2.0741901265625,"10010","TANK","TRAF family member associated NFKB activator"
"220622_at","220622_at",0.000102335437551445,2.13805227133391e-06,-6.28987417796148,4.99787361747358,-2.86501687208334,"79782","LRRC31","leucine rich repeat containing 31"
"203896_s_at","203896_s_at",0.000111653621508355,2.56947104365818e-06,-6.21173655113673,4.81928767940403,-2.23547923429167,"5332","PLCB4","phospholipase C beta 4"
"203584_at","203584_at",0.000112331517721857,2.6108565019839e-06,-6.20495806326926,4.80376120121838,-2.04772968727084,"9694","EMC2","ER membrane protein complex subunit 2"
"209726_at","209726_at",0.000116296114179858,2.74847826344289e-06,6.18318071407921,4.75384269026115,2.20166169814583,"770","CA11","carbonic anhydrase 11"
"214734_at","214734_at",0.000116983892436256,2.77309491034232e-06,-6.17940294931228,4.74517759083307,-2.34609547822917,"23086","EXPH5","exophilin 5"
"205242_at","205242_at",0.000117426476123513,2.81770103538862e-06,-6.17264389141302,4.72967013235557,-2.9725513696875,"10563","CXCL13","C-X-C motif chemokine ligand 13"
"219317_at","219317_at",0.00012005839181613,2.9553599061115e-06,-6.1524529609822,4.68331414053907,-2.15467320058334,"11201","POLI","DNA polymerase iota"
"218396_at","218396_at",0.000122406117476624,3.05113247265517e-06,-6.13896381918411,4.65231849539554,-2.0447776476875,"54832","VPS13C","vacuolar protein sorting 13 homolog C"
"203301_s_at","203301_s_at",0.000131080473461044,3.3690332166385e-06,-6.09709801518934,4.5559860099876,-2.22502545727084,"9988","DMTF1","cyclin D binding myb like transcription factor 1"
"203913_s_at","203913_s_at",0.000132170048299805,3.4038725786473e-06,-6.09275704885979,4.5459861499782,-4.10262526997917,"3248","HPGD","hydroxyprostaglandin dehydrogenase 15-(NAD)"
"213929_at","213929_at",0.000145300090439761,4.06778015095735e-06,-6.01771132305095,4.37277789085432,-2.39118716389583,"23086","EXPH5","exophilin 5"
"211966_at","211966_at",0.000145300090439761,4.06957283897728e-06,6.01752607250908,4.37234955538249,2.04576546572917,"1284","COL4A2","collagen type IV alpha 2 chain"
"203914_x_at","203914_x_at",0.000147482541331596,4.1609415664346e-06,-6.00819283422791,4.35076442674936,-3.70954590389584,"3248","HPGD","hydroxyprostaglandin dehydrogenase 15-(NAD)"
"211548_s_at","211548_s_at",0.000148247922251496,4.21659808855163e-06,-6.00260938160339,4.33784694292812,-3.8797210034375,"3248","HPGD","hydroxyprostaglandin dehydrogenase 15-(NAD)"
"208798_x_at","208798_x_at",0.000149295737804747,4.2618424403072e-06,-5.99812553877322,4.32747098274984,-2.4094437009375,"23015","GOLGA8A","golgin A8 family member A"
"214705_at","214705_at",0.000154094015579769,4.48954324867105e-06,-5.97627180649198,4.27686856807101,-2.21540512354167,"10207","PATJ","PATJ, crumbs cell polarity complex component"
"203804_s_at","203804_s_at",0.000161056603941247,4.79746619797064e-06,-5.94845022309547,4.2123732607313,-2.0723968166875,"51747","LUC7L3","LUC7 like 3 pre-mRNA splicing factor"
"201448_at","201448_at",0.000164056620115133,4.96318574584231e-06,-5.93422080228389,4.17935509179563,-2.01594954297917,"7072","TIA1","TIA1 cytotoxic granule-associated RNA binding protein"
"213906_at","213906_at",0.000170994061813761,5.31454885194552e-06,-5.9055876854771,4.11284966078326,-2.0411896115625,"4603","MYBL1","MYB proto-oncogene like 1"
"222150_s_at","222150_s_at",0.00018209487378034,5.88557150089013e-06,-5.86293230832432,4.01361684776491,-2.45720716064583,"54103","GSAP","gamma-secretase activating protein"
"201661_s_at","201661_s_at",0.000194580717985065,6.51311761553529e-06,-5.8206637955754,3.91510060721413,-2.2687264296875,"2181","ACSL3","acyl-CoA synthetase long-chain family member 3"
"213142_x_at","213142_x_at",0.000194889171848093,6.57122304623036e-06,-5.81696192673794,3.90646400378708,-2.39355696791667,"54103","GSAP","gamma-secretase activating protein"
"219750_at","219750_at",0.000199879062945634,6.96687637303394e-06,-5.79260744912666,3.8496100733439,-2.070334988125,"55314","TMEM144","transmembrane protein 144"
"218793_s_at","218793_s_at",0.000207264162632837,7.46009500917695e-06,-5.76414612365757,3.78309494598997,-2.50470552529167,"6322","SCML1","sex comb on midleg-like 1 (Drosophila)"
"213549_at","213549_at",0.000209394113581187,7.60774000726081e-06,-5.75599765227421,3.76403714985296,-2.04807246279167,"118987","PDZD8","PDZ domain containing 8"
"219644_at","219644_at",0.000221477205656682,8.27271517823487e-06,-5.72118707752033,3.68254966527289,-2.25390760172917,"51134","CEP83","centrosomal protein 83"
"213905_x_at","213905_x_at",0.000222050676866399,8.33680464420572e-06,5.71798366407465,3.67504504862396,2.78879343702083,"633","BGN","biglycan"
"204635_at","204635_at",0.000232126909498302,8.90718140599577e-06,-5.69053015796246,3.61069031681445,-2.154905399125,"9252","RPS6KA5","ribosomal protein S6 kinase A5"
"40687_at","40687_at",0.000235401757922364,9.07491932796183e-06,5.68279596076258,3.59254761468025,2.23647768585417,"2701","GJA4","gap junction protein alpha 4"
"211000_s_at","211000_s_at",0.000235412689703241,9.10563887535807e-06,-5.68139527230787,3.58926131935835,-2.30699273970834,"3572","IL6ST","interleukin 6 signal transducer"
"219115_s_at","219115_s_at",0.000235526233187293,9.14294188671047e-06,-5.67970084685499,3.5852856159623,-3.23326454529167,"53832","IL20RA","interleukin 20 receptor subunit alpha"
"203049_s_at","203049_s_at",0.000236852316292937,9.25375036352889e-06,-5.67470868744786,3.57357075768886,-2.20436999027083,"9652","TTC37","tetratricopeptide repeat domain 37"
"216563_at","216563_at",0.000237591345977001,9.38726370543202e-06,-5.66877370578993,3.55964044071042,-2.38807839252084,"23253","ANKRD12","ankyrin repeat domain 12"
"209006_s_at","209006_s_at",0.000241721211199057,9.63784733073762e-06,-5.65786270980079,3.53402223406484,-2.08738836254167,"57035","RSRP1","arginine and serine rich protein 1"
"212240_s_at","212240_s_at",0.000252496532849512,1.0420035849093e-05,-5.62557057448647,3.45813949076976,-2.171957209,"5295","PIK3R1","phosphoinositide-3-kinase regulatory subunit 1"
"219494_at","219494_at",0.000256796845742,1.07435821588291e-05,-5.61292740097224,3.42840408435028,-2.35691868429167,"25788","RAD54B","RAD54 homolog B (S. cerevisiae)"
"213365_at","213365_at",0.000268485877553056,1.14408834412638e-05,-5.58694539828205,3.36725296622329,-2.053230189125,"112479","ERI2","ERI1 exoribonuclease family member 2"
"201222_s_at","201222_s_at",0.000282027293363869,1.23971246501158e-05,-5.55381634051075,3.28919577507467,-2.27950193810417,"5887","RAD23B","RAD23 homolog B, nucleotide excision repair protein"
"211549_s_at","211549_s_at",0.000285238150943285,1.26857738951867e-05,-5.54432452667966,3.26681436359333,-3.03791624164584,"3248","HPGD","hydroxyprostaglandin dehydrogenase 15-(NAD)"
"220940_at","220940_at",0.000288353757643899,1.28988985034893e-05,-5.53745587573287,3.25061356464777,-2.41832545820833,"57730","ANKRD36B","ankyrin repeat domain 36B"
"212488_at","212488_at",0.000291821691189321,1.31584956707127e-05,5.52924343853626,3.23123805658229,2.50407284375,"1289","COL5A1","collagen type V alpha 1 chain"
"204633_s_at","204633_s_at",0.000292004008116116,1.3223099442497e-05,-5.52722523009622,3.22647566152003,-2.1538508804375,"9252","RPS6KA5","ribosomal protein S6 kinase A5"
"201862_s_at","201862_s_at",0.000305655062653214,1.42260721098357e-05,-5.49711520147543,3.15538476656933,-2.16149357877083,"9208","LRRFIP1","LRR binding FLII interacting protein 1"
"202422_s_at","202422_s_at",0.000306731546084067,1.4323762016544e-05,-5.49429843385297,3.14873049011458,-2.15371390702084,"2182","ACSL4","acyl-CoA synthetase long-chain family member 4"
"217901_at","217901_at",0.000338291920070698,1.65946730537014e-05,-5.43379381546611,3.00564326135254,-2.0590185045625,"1829","DSG2","desmoglein 2"
"201261_x_at","201261_x_at",0.000357649901792094,1.80887213090277e-05,5.39840840914154,2.92182932537949,2.5786748675625,"633","BGN","biglycan"
"203835_at","203835_at",0.000364308444400666,1.87183370134696e-05,5.38437567904303,2.88856547492648,2.01663720695833,"2615","LRRC32","leucine rich repeat containing 32"
"208790_s_at","208790_s_at",0.000365445881529675,1.88042949848491e-05,5.38249707397066,2.8841112419381,2.17500445245833,"284119","PTRF","polymerase I and transcript release factor"
"202196_s_at","202196_s_at",0.000374584724935506,1.97975688516361e-05,5.36139932683564,2.8340702112251,2.63167962152083,"27122","DKK3","dickkopf WNT signaling pathway inhibitor 3"
"203851_at","203851_at",0.000382428181702394,2.05483208764952e-05,5.34615274646347,2.79788750915087,2.82232078570833,"3489","IGFBP6","insulin like growth factor binding protein 6"
"212713_at","212713_at",0.000388090423076012,2.09620688420643e-05,5.33798961896129,2.77850829008942,2.59222314795833,"4239","MFAP4","microfibrillar associated protein 4"
"205190_at","205190_at",0.000394711759780551,2.15145159439779e-05,-5.3273408416535,2.75322116784289,-2.18234102372917,"5357","PLS1","plastin 1"
"205226_at","205226_at",0.000402896117834692,2.23773300178135e-05,5.3112513677574,2.71499948169624,2.31914738808333,"5157","PDGFRL","platelet derived growth factor receptor like"
"203048_s_at","203048_s_at",0.000405943060722482,2.2777385197258e-05,-5.30400327712737,2.69777537669619,-2.02704073845834,"9652","TTC37","tetratricopeptide repeat domain 37"
"219619_at","219619_at",0.000418552596586648,2.3852974165511e-05,-5.28513742700305,2.65292675255466,-2.145441488875,"54769","DIRAS2","DIRAS family GTPase 2"
"206555_s_at","206555_s_at",0.000436766434576713,2.52297723236381e-05,-5.2622074837173,2.59838533831196,-2.15141444977083,"55623","THUMPD1","THUMP domain containing 1"
"219995_s_at","219995_s_at",0.000463129943030512,2.76867256628883e-05,-5.22426936379933,2.50807187863322,-2.1653067545625,"79755","ZNF750","zinc finger protein 750"
"213355_at","213355_at",0.000463522359490116,2.77341557599454e-05,-5.2235709780505,2.50640850276396,-2.0102114023125,"10402","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
"34031_i_at","34031_i_at",0.00049341840569434,3.08242971546136e-05,-5.18049464044705,2.40375535120955,-2.16562328852083,"889","KRIT1","KRIT1, ankyrin repeat containing"
"205547_s_at","205547_s_at",0.000499289759074741,3.14234698657475e-05,5.17264985130059,2.38504915423833,3.81235747733333,"6876","TAGLN","transgelin"
"202600_s_at","202600_s_at",0.000505135936669487,3.18974521006354e-05,-5.16655054928842,2.37050272263285,-2.22411973035417,"8204","NRIP1","nuclear receptor interacting protein 1"
"209267_s_at","209267_s_at",0.000533482255495853,3.49403506155301e-05,-5.1294507170032,2.28197772021651,-2.15697170735417,"64116","SLC39A8","solute carrier family 39 member 8"
"214046_at","214046_at",0.00053929168845784,3.55586131656279e-05,-5.12231306494197,2.26493784448812,-2.13078701041667,"10690","FUT9","fucosyltransferase 9"
"201792_at","201792_at",0.000589042224423042,4.0544820846412e-05,5.06895378157972,2.13746954135542,2.6069835916875,"165","AEBP1","AE binding protein 1"
"204240_s_at","204240_s_at",0.000613274337526665,4.2799105874666e-05,-5.04697209637045,2.08491787555374,-2.06576356222917,"10592","SMC2","structural maintenance of chromosomes 2"
"220636_at","220636_at",0.000615030366310105,4.32241954706228e-05,-5.04295831123582,2.07531969391101,-2.11911909797917,"64446","DNAI2","dynein axonemal intermediate chain 2"
"208070_s_at","208070_s_at",0.000712997814596076,5.3759673872942e-05,-4.95446616357114,1.86353287307928,-2.38559074435417,"5980","REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit"
"203215_s_at","203215_s_at",0.000713654668714032,5.38594817856336e-05,-4.95371438516082,1.86173231633716,-2.0298190884375,"4646","MYO6","myosin VI"
"203562_at","203562_at",0.000748599751656823,5.7682868592267e-05,4.92592578047978,1.79516252425153,2.09951165479167,"9638","FEZ1","fasciculation and elongation protein zeta 1"
"220145_at","220145_at",0.000757134058104926,5.86145568073162e-05,-4.91943571413254,1.77961116630377,-2.07558113429167,"79884","MAP9","microtubule associated protein 9"
"209211_at","209211_at",0.00076175008454837,5.92870598978795e-05,-4.91481540141566,1.76853920651883,-2.31000102035417,"688","KLF5","Kruppel like factor 5"
"219387_at","219387_at",0.000775414086843725,6.07515303081266e-05,-4.90493413738219,1.74485771641623,-2.01229176095833,"55704","CCDC88A","coiled-coil domain containing 88A"
"203569_s_at","203569_s_at",0.000787145569195965,6.23219665118178e-05,-4.89460112662283,1.72009020503336,-2.20072610991667,"8481","OFD1","OFD1, centriole and centriolar satellite protein"
"201058_s_at","201058_s_at",0.000790036409566434,6.28368411808024e-05,4.89127043589382,1.71210605519292,2.91022176283333,"10398","MYL9","myosin light chain 9"
"200974_at","200974_at",0.00080598382057938,6.4518456948717e-05,4.88058061802415,1.68647871520594,2.81987138195833,"59","ACTA2","actin, alpha 2, smooth muscle, aorta"
"204485_s_at","204485_s_at",0.000856793187524982,7.09329138591837e-05,-4.84223236531821,1.59451705912759,-2.0525197316875,"10040","TOM1L1","target of myb1 like 1 membrane trafficking protein"
"205830_at","205830_at",0.000877382403667844,7.39130131651713e-05,-4.82558964421494,1.55459455356713,-2.51321584370833,"1047","CLGN","calmegin"
"208851_s_at","208851_s_at",0.000967462435131186,8.53095064078775e-05,4.76763465465239,1.41552343601983,2.10629265670833,"7070","THY1","Thy-1 cell surface antigen"
"204863_s_at","204863_s_at",0.000970567420639949,8.56781603678126e-05,-4.7658926838783,1.41134229892487,-2.11011347002083,"3572","IL6ST","interleukin 6 signal transducer"
"210997_at","210997_at",0.000977606364554173,8.63500889827029e-05,4.76273697839462,1.40376773185511,2.17851820979167,"3082","HGF","hepatocyte growth factor"
"202709_at","202709_at",0.000980521938141238,8.67090300574814e-05,4.76106132077663,1.39974561917658,2.011221442875,"2331","FMOD","fibromodulin"
"218979_at","218979_at",0.0010611115336499,9.80659910220283e-05,-4.71135958459195,1.28042597160572,-2.17104219295834,"80010","RMI1","RecQ mediated genome instability 1"
"215692_s_at","215692_s_at",0.00109074447681161,0.000103277734943855,-4.6904592719394,1.23024094289704,-2.24528395764584,"744","MPPED2","metallophosphoesterase domain containing 2"
"204114_at","204114_at",0.00112434594682632,0.000108467918474326,4.67067299852926,1.18272717114783,2.307074853375,"22795","NID2","nidogen 2"
"214247_s_at","214247_s_at",0.00120819866883268,0.000119963874652673,4.63003555658984,1.08513490910864,2.07069479904167,"27122","DKK3","dickkopf WNT signaling pathway inhibitor 3"
"217523_at","217523_at",0.00121042576679442,0.000120335057077212,-4.62878955624533,1.0821424977028,-2.25236236045833,"960","CD44","CD44 molecule (Indian blood group)"
"221747_at","221747_at",0.00122257374623288,0.000122402791162376,4.62191833552626,1.06564043008385,2.04524894072917,"7145","TNS1","tensin 1"
"213917_at","213917_at",0.00124566614565691,0.000125487803265225,-4.61188020383765,1.04153255097434,-2.10252754883333,"7849","PAX8","paired box 8"
