"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.ID","Gene.symbol","Gene.title"
"223193_x_at","223193_x_at",3.19393891773298e-09,1.70288966911554e-12,-16.1110030488462,3.39380594547257,-459.998537,"26355","FAM162A","family with sequence similarity 162 member A"
"203710_at","203710_at",3.19393891773298e-09,1.80636595555675e-12,-16.0573205211902,3.38774250094672,-387.423926,"3708","ITPR1","inositol 1,4,5-trisphosphate receptor type 1"
"202074_s_at","202074_s_at",3.19393891773298e-09,1.81250989488725e-12,-16.0542352922609,3.387392455896,-239.848023,"10133","OPTN","optineurin"
"202371_at","202371_at",3.19393891773298e-09,1.8561073563707e-12,-16.0326527541735,3.38493894395096,-1569.13749,"79921","TCEAL4","transcription elongation factor A like 4"
"211323_s_at","211323_s_at",3.87373844319357e-09,2.35348770883726e-12,-15.8184543334909,3.36012677892519,-195.5293268,"3708","ITPR1","inositol 1,4,5-trisphosphate receptor type 1"
"218186_at","218186_at",3.90307010596625e-09,2.47440849890879e-12,15.7735698293178,3.35481906810773,228.1815627,"57111","RAB25","RAB25, member RAS oncogene family"
"208864_s_at","208864_s_at",3.93952514129297e-09,2.63481025010898e-12,15.7174578443111,3.34812971005206,1319.14025,"7295","TXN","thioredoxin"
"214807_at","214807_at",3.93952514129297e-09,2.72449193096331e-12,-15.6876268518149,3.34454879297891,-225.4235711,"84898","PLXDC2","plexin domain containing 2"
"204303_s_at","204303_s_at",3.93952514129297e-09,2.80970966571335e-12,-15.6602201963216,3.34124370535258,-62.5885173000001,"9811","CTIF","cap binding complex dependent translation initiation factor"
"227484_at","227484_at",4.4648992245484e-09,3.30235302024342e-12,-15.51713749646,3.32374930256729,-104.605321,"57522","SRGAP1","SLIT-ROBO Rho GTPase activating protein 1"
"229529_at","229529_at",4.54502173898981e-09,3.52917542846404e-12,-15.458631591972,3.31647832662722,-125.6133698,"6943","TCF21","transcription factor 21"
"229404_at","229404_at",4.54502173898981e-09,3.67894058323403e-12,15.422124685168,3.31190618449025,491.711759,"117581","TWIST2","twist family bHLH transcription factor 2"
"207480_s_at","207480_s_at",4.54502173898981e-09,3.7217865628202e-12,-15.4119668976549,3.31062918022646,-353.057945,"4212","MEIS2","Meis homeobox 2"
"201690_s_at","201690_s_at",5.36681026302111e-09,4.58705954348852e-12,15.2295743545286,3.2873352087531,271.1434519,"7163","TPD52","tumor protein D52"
"229287_at","229287_at",5.36681026302111e-09,4.67825603401476e-12,-15.2124930980213,3.28511785814904,-139.7948994,"22990","PCNX1","pecanex homolog 1 (Drosophila)"
"213285_at","213285_at",6.15945938558375e-09,5.53191270068541e-12,15.0677262693773,3.26607297509777,143.5399801,"161291","TMEM30B","transmembrane protein 30B"
"218901_at","218901_at",6.85939905753906e-09,6.34173249369647e-12,-14.9505982455151,3.25032718110616,-418.2692351,"57088","PLSCR4","phospholipid scramblase 4"
"218857_s_at","218857_s_at",6.94413504325775e-09,6.62319615294451e-12,14.9135304260881,3.24527996627032,1356.6491351,"80150","ASRGL1","asparaginase like 1"
"219489_s_at","219489_s_at",6.94413504325775e-09,6.78693495524043e-12,14.8927191105677,3.24243258898483,526.280934,"64359","NXN","nucleoredoxin"
"201839_s_at","201839_s_at",7.49754617338459e-09,7.52586719995284e-12,14.8049228047832,3.23031105201553,1435.3578632,"4072","EPCAM","epithelial cell adhesion molecule"
"210002_at","210002_at",8.30168549427415e-09,8.55233468781709e-12,-14.6969116657565,3.21515229050992,-604.2224297,"2627","GATA6","GATA binding protein 6"
"219778_at","219778_at",1.26183266126056e-08,1.33326218269864e-11,-14.326983708206,3.16109199931755,-503.7528758,"23414","ZFPM2","zinc finger protein, FOG family member 2"
"212673_at","212673_at",1.30780084060386e-08,1.41637833068543e-11,14.2772114542521,3.15355558855426,194.967164,"23173","METAP1","methionyl aminopeptidase 1"
"201990_s_at","201990_s_at",1.3350427079266e-08,1.481147310482e-11,-14.2405039915785,3.14795617035898,-131.4896541,"1389","CREBL2","cAMP responsive element binding protein like 2"
"208937_s_at","208937_s_at",1.4814239064871e-08,1.68268029635061e-11,14.1362100012082,3.13185326833236,2023.809727,"3397","ID1","inhibitor of DNA binding 1, HLH protein"
"226865_at","226865_at",1.64484968839071e-08,1.91175704068445e-11,-14.0325036492062,3.11555190292618,-257.3952595,"84898","PLXDC2","plexin domain containing 2"
"226380_at","226380_at",1.67353136165712e-08,1.9944696183662e-11,-13.9982294478047,3.1100999051229,-93.1243225000001,"11099","PTPN21","protein tyrosine phosphatase, non-receptor type 21"
"224992_s_at","224992_s_at",1.67353136165712e-08,2.03350615833868e-11,-13.9825676626092,3.10759779719673,-111.7841554,"80790","CMIP","c-Maf inducing protein"
"219143_s_at","219143_s_at",1.6896961810428e-08,2.09778166545187e-11,-13.957453953279,3.10357146006741,-169.3801292,"54913","RPP25","ribonuclease P/MRP subunit p25"
"204971_at","204971_at",2.03008688442523e-08,2.57400666857942e-11,-13.7932822836207,3.07681335900868,-612.6481961,"1475","CSTA","cystatin A"
"212813_at","212813_at",2.08936222813006e-08,2.7043545230307e-11,-13.7538817252571,3.07027673787393,-306.385815,"83700","JAM3","junctional adhesion molecule 3"
"214734_at","214734_at",2.17825890708804e-08,2.9021976089892e-11,13.6977296778836,3.06088277616218,80.243656,"23086","EXPH5","exophilin 5"
"209200_at","209200_at",2.17825890708804e-08,2.93449571443828e-11,-13.6889450189227,3.05940476430831,-279.2751345,"4208","MEF2C","myocyte enhancer factor 2C"
"227417_at","227417_at",2.17873817149543e-08,2.99269315893395e-11,-13.6733688701835,3.05677848177845,-98.8423283000001,"54996","MARC2","mitochondrial amidoxime reducing component 2"
"201689_s_at","201689_s_at",2.27383560208166e-08,3.19661943910471e-11,13.6211905961708,3.04792820139724,148.5154394,"7163","TPD52","tumor protein D52"
"235148_at","235148_at",2.27383560208166e-08,3.2434456642737e-11,13.6097018682878,3.04596859330808,93.3095711,"200634","KRTCAP3","keratinocyte associated protein 3"
"205079_s_at","205079_s_at",2.6890557674928e-08,3.90675614053158e-11,-13.4634055335084,3.02066474567995,-251.329429,"8777","MPDZ","multiple PDZ domain crumbs cell polarity complex component"
"202525_at","202525_at",3.23534344076051e-08,4.78588458363284e-11,13.305302226764,2.99257105888718,125.5925564,"5652","PRSS8","protease, serine 8"
"210103_s_at","210103_s_at",3.62424965503697e-08,5.4569096953564e-11,13.2039019034391,2.97413188079288,126.4592778,"3170","FOXA2","forkhead box A2"
"201240_s_at","201240_s_at",3.66434731969992e-08,5.61407783349434e-11,13.1820416410376,2.97011266631173,449.862717999999,"9789","SPCS2","signal peptidase complex subunit 2"
"221950_at","221950_at",4.09509336657891e-08,6.38218846258699e-11,13.0836845107155,2.95183239104584,332.3935826,"2018","EMX2","empty spiracles homeobox 2"
"203323_at","203323_at",4.25303889553448e-08,6.74069085590694e-11,-13.0419476273712,2.94397704706316,-383.645017,"858","CAV2","caveolin 2"
"202429_s_at","202429_s_at",4.54394930260866e-08,7.32178744906169e-11,-12.9790013875797,2.93201742103904,-148.768861,"5530","PPP3CA","protein phosphatase 3 catalytic subunit alpha"
"202796_at","202796_at",4.61275119126051e-08,7.55449649623985e-11,-12.9552484122601,2.92746893680842,-331.3526079,"11346","SYNPO","synaptopodin"
"209047_at","209047_at",5.07777469589457e-08,8.55992812597885e-11,-12.8607418525143,2.90917660609473,-348.440987,"358","AQP1","aquaporin 1 (Colton blood group)"
"218864_at","218864_at",5.07777469589457e-08,8.58434584191173e-11,-12.8585938554166,2.90875718990614,-47.6987216,"7145","TNS1","tensin 1"
"230109_at","230109_at",5.81139898047992e-08,1.00783351837067e-10,-12.7380684668956,2.88495873409335,-208.5177485,"27115","PDE7B","phosphodiesterase 7B"
"206893_at","206893_at",5.81139898047992e-08,1.01316092852491e-10,12.7341236345192,2.88417092707832,141.2549609,"6299","SALL1","spalt like transcription factor 1"
"222746_s_at","222746_s_at",5.83975182908065e-08,1.03516144299369e-10,12.7180596225593,2.88095697437172,33.5925795,"54836","BSPRY","B-box and SPRY domain containing"
"204882_at","204882_at",5.83975182908065e-08,1.05607997510916e-10,-12.7031137983669,2.8779582503475,-77.4004062000001,"9938","ARHGAP25","Rho GTPase activating protein 25"
"227677_at","227677_at",5.83975182908065e-08,1.06438142538121e-10,-12.6972683281789,2.87678318540771,-152.1550506,"3718","JAK3","Janus kinase 3"
"202457_s_at","202457_s_at",5.85452783453214e-08,1.08253942049621e-10,-12.684647065088,2.87424174916347,-160.569748,"5530","PPP3CA","protein phosphatase 3 catalytic subunit alpha"
"219520_s_at","219520_s_at",6.6723084655067e-08,1.25137729099235e-10,-12.576918324994,2.85230833137147,-148.8196716,"55841","WWC3","WWC family member 3"
"266_s_at","266_s_at",7.05384062408087e-08,1.34156569441272e-10,12.5254511133683,2.84167540166772,2017.4075367,"100133941","CD24","CD24 molecule"
"218417_s_at","218417_s_at",7.31876064643355e-08,1.42811941147436e-10,-12.4793567414999,2.83206648668218,-105.2717922,"55652","SLC48A1","solute carrier family 48 member 1"
"202501_at","202501_at",7.31876064643355e-08,1.43061597019331e-10,-12.4780709683961,2.83179727850546,-108.739702,"10982","MAPRE2","microtubule associated protein RP/EB family member 2"
"219450_at","219450_at",7.68240932207623e-08,1.52199249585471e-10,12.432560004672,2.82222712259316,55.1302896,"55286","C4orf19","chromosome 4 open reading frame 19"
"213249_at","213249_at",8.105951006245e-08,1.62731404092934e-10,-12.383525431808,2.8118254211327,-133.657269,"23194","FBXL7","F-box and leucine rich repeat protein 7"
"201462_at","201462_at",9.10559679148444e-08,1.86182244293084e-10,-12.2853309675994,2.79070878198689,-165.299479,"9805","SCRN1","secernin 1"
"216944_s_at","216944_s_at",9.10559679148444e-08,1.87610362610821e-10,-12.2797759875438,2.78950262814096,-251.5965492,"3708","ITPR1","inositol 1,4,5-trisphosphate receptor type 1"
"201957_at","201957_at",9.15733212280662e-08,1.92208999613724e-10,-12.2621847183723,2.78567479035194,-480.108584,"4660","PPP1R12B","protein phosphatase 1 regulatory subunit 12B"
"205600_x_at","205600_x_at",9.15733212280662e-08,1.93514163780682e-10,12.2572722372283,2.78460359812895,84.8143071,"3215","HOXB5","homeobox B5"
"227853_at","227853_at",9.2772618572621e-08,1.98499144263473e-10,-12.2388233758605,2.78057195722372,-122.8130426,"196463","PLBD2","phospholipase B domain containing 2"
"225162_at","225162_at",9.36601503543496e-08,2.02872185568235e-10,-12.2230342001342,2.77711050598763,-587.0687014,"152503","SH3D19","SH3 domain containing 19"
"203917_at","203917_at",9.42933405194594e-08,2.06734481419952e-10,12.2093825632983,2.77410943345845,399.1104345,"1525","CXADR","coxsackie virus and adenovirus receptor"
"212294_at","212294_at",9.61979661963563e-08,2.13451387074885e-10,-12.1862649215019,2.76900994514946,-397.433378000001,"55970","GNG12","G protein subunit gamma 12"
"212660_at","212660_at",9.74094060766701e-08,2.18712510672186e-10,-12.1686832484607,2.7651168519116,-170.8813484,"23338","JADE2","jade family PHD finger 2"
"223008_s_at","223008_s_at",1.0934117860197e-07,2.49752304268645e-10,-12.0732059483939,2.74375017319589,-328.429499,"23731","TMEM245","transmembrane protein 245"
"201454_s_at","201454_s_at",1.0934117860197e-07,2.51279354897941e-10,-12.068834671248,2.74276274507638,-263.169268,"9520","NPEPPS","aminopeptidase puromycin sensitive"
"224973_at","224973_at",1.12376795553654e-07,2.61224027490862e-10,-12.0410302498978,2.73646298499348,-132.4777577,"55603","FAM46A","family with sequence similarity 46 member A"
"207557_s_at","207557_s_at",1.17196719156405e-07,2.75523892672954e-10,-12.0029323552393,2.72777733331063,-62.1206933000001,"6262","RYR2","ryanodine receptor 2"
"200606_at","200606_at",1.18882297794185e-07,2.82626906555635e-10,11.9847706205324,2.72361479957049,457.1703495,"1832","DSP","desmoplakin"
"226374_at","226374_at",1.19830968048221e-07,2.88546376667995e-10,11.9699962830407,2.7202181089293,283.4478582,"1525","CXADR","coxsackie virus and adenovirus receptor"
"221002_s_at","221002_s_at",1.19830968048221e-07,2.93164108319314e-10,11.9586894808325,2.71761222250067,96.1657099999999,"81619","TSPAN14","tetraspanin 14"
"207015_s_at","207015_s_at",1.19830968048221e-07,2.9661507514785e-10,11.9503605837125,2.71568909796157,148.0746216,"8854","ALDH1A2","aldehyde dehydrogenase 1 family member A2"
"201738_at","201738_at",1.19830968048221e-07,3.04759499567134e-10,-11.9310994129943,2.71123013937178,-426.040319000001,"10289","EIF1B","eukaryotic translation initiation factor 1B"
"201050_at","201050_at",1.19830968048221e-07,3.05813783476059e-10,-11.9286455311312,2.71066090066559,-126.884596,"23646","PLD3","phospholipase D family member 3"
"209539_at","209539_at",1.19830968048221e-07,3.06874766024295e-10,-11.9261849779287,2.71008984943266,-152.314091,"9459","ARHGEF6","Rac/Cdc42 guanine nucleotide exchange factor 6"
"203897_at","203897_at",1.19830968048221e-07,3.07039752243376e-10,-11.9258031537949,2.71000121096095,-153.637208,"57149","LYRM1","LYR motif containing 1"
"213429_at","213429_at",1.21169829151769e-07,3.18120380564572e-10,-11.9006391205894,2.70414539192993,-310.964429,"80114","BICC1","BicC family RNA binding protein 1"
"229222_at","229222_at",1.21169829151769e-07,3.18686351173047e-10,-11.8993785314514,2.70385131219699,-188.8354661,"79611","ACSS3","acyl-CoA synthetase short-chain family member 3"
"220580_at","220580_at",1.21169829151769e-07,3.22331249305305e-10,-11.891315930977,2.70196874909192,-43.9908085,"80114","BICC1","BicC family RNA binding protein 1"
"205366_s_at","205366_s_at",1.21169829151769e-07,3.23273179182944e-10,11.8892478680906,2.70148540751816,262.6441196,"3216","HOXB6","homeobox B6"
"203620_s_at","203620_s_at",1.23216065231309e-07,3.31987179480507e-10,-11.8704094678304,2.69707383342124,-147.6496746,"9873","FCHSD2","FCH and double SH3 domains 2"
"204916_at","204916_at",1.23519731588956e-07,3.36068160542632e-10,11.8617641245422,2.69504399623919,246.5787275,"10267","RAMP1","receptor activity modifying protein 1"
"229623_at","229623_at",1.39732613676878e-07,3.83870666518618e-10,-11.7679728861958,2.67280762853238,-257.4526602,"441027","TMEM150C","transmembrane protein 150C"
"242828_at","242828_at",1.41919706506464e-07,3.93627841170159e-10,-11.7503357119804,2.66858172627491,-125.5232895,"55137","FIGN","fidgetin, microtubule severing factor"
"226803_at","226803_at",1.47055918989681e-07,4.11758126975361e-10,11.7187454495176,2.66097710313967,94.0547335,"92421","CHMP4C","charged multivesicular body protein 4C"
"208933_s_at","208933_s_at",1.47996212075085e-07,4.1830030620583e-10,-11.7077022909286,2.65830791143635,-155.186346,"3964","LGALS8","galectin 8"
"208935_s_at","208935_s_at",1.50708006926464e-07,4.30155573090283e-10,-11.6881434324387,2.65356662352239,-109.559784,"3964","LGALS8","galectin 8"
"209075_s_at","209075_s_at",1.50708006926464e-07,4.33926955516407e-10,-11.6820394349087,2.65208332252321,-668.746776,"23479","ISCU","iron-sulfur cluster assembly enzyme"
"212733_at","212733_at",1.6159944257324e-07,4.69554869193449e-10,-11.626973044163,2.63862352821647,-56.2431815000001,"9711","RUBCN","RUN and cysteine rich domain containing beclin 1 interacting protein"
"244455_at","244455_at",1.64947800516041e-07,4.83641225064863e-10,-11.6063973447271,2.63355779110403,-158.3349014,"343450","KCNT2","potassium sodium-activated channel subfamily T member 2"
"222764_at","222764_at",1.67517400643431e-07,4.95600519641395e-10,11.5894147154446,2.6293616233715,934.4098435,"80150","ASRGL1","asparaginase like 1"
"209689_at","209689_at",1.74833557061675e-07,5.21863643394069e-10,-11.553577627106,2.62046188556007,-41.7798233000001,"54520","CCDC93","coiled-coil domain containing 93"
"227167_s_at","227167_s_at",1.85134554064073e-07,5.57501628848146e-10,-11.5078542262371,2.60901786354757,-278.977807,"283349","RASSF3","Ras association domain family member 3"
"201938_at","201938_at",1.86967972832368e-07,5.67961456949108e-10,11.4950132348979,2.60578581205804,1059.163869,"8099","CDK2AP1","cyclin dependent kinase 2 associated protein 1"
"228904_at","228904_at",1.89432609672605e-07,5.8045230002436e-10,11.4799990508255,2.60199664684491,424.0792785,"3213","HOXB3","homeobox B3"
"218749_s_at","218749_s_at",1.91358229934315e-07,5.96620219235259e-10,-11.4610590613873,2.59720109089227,-65.0176269000001,"80024","SLC8B1","solute carrier family 8 member B1"
"223245_at","223245_at",1.91358229934315e-07,5.98164828697451e-10,11.4592777834757,2.59674917664709,80.7363801,"55342","STRBP","spermatid perinuclear RNA binding protein"
"213151_s_at","213151_s_at",1.91358229934315e-07,6.015170077445e-10,-11.4554284679998,2.59577206749747,-762.432092000001,"989","SEPT7","septin 7"
"225373_at","225373_at",1.98863172911698e-07,6.30361115497894e-10,-11.423205245853,2.58756407622958,-128.1965074,"64115","C10orf54","chromosome 10 open reading frame 54"
"209199_s_at","209199_s_at",2.04132689078001e-07,6.58067316920441e-10,-11.3936733566966,2.57999675313707,-266.2813675,"4208","MEF2C","myocyte enhancer factor 2C"
"209623_at","209623_at",2.04132689078001e-07,6.61927475455429e-10,11.3896623207804,2.57896562814403,251.8766075,"64087","MCCC2","methylcrotonoyl-CoA carboxylase 2"
"212190_at","212190_at",2.04132689078001e-07,6.63241164291786e-10,-11.3883028616326,2.57861596822454,-2133.666168,"5270","SERPINE2","serpin family E member 2"
"228365_at","228365_at",2.08519281078047e-07,6.83001581046514e-10,-11.3681870475748,2.57343134332685,-76.9818276,"144402","CPNE8","copine 8"
"224593_at","224593_at",2.09504377872265e-07,6.91762348681438e-10,11.3594626408461,2.57117645927117,258.795551,"144348","ZNF664","zinc finger protein 664"
"219527_at","219527_at",2.16226499644267e-07,7.19669782475569e-10,-11.3324221830946,2.56416347441299,-62.7204143000001,"54996","MARC2","mitochondrial amidoxime reducing component 2"
"218665_at","218665_at",2.16457742704325e-07,7.26157205363586e-10,-11.3262933847266,2.56256885992635,-137.1134869,"8322","FZD4","frizzled class receptor 4"
"202790_at","202790_at",2.2831444928662e-07,7.71964220849178e-10,11.2845831823723,2.55166617823326,118.6368391,"1366","CLDN7","claudin 7"
"218918_at","218918_at",2.40268042588307e-07,8.27679286767393e-10,-11.2372078614464,2.53917538132814,-181.9521561,"57134","MAN1C1","mannosidase alpha class 1C member 1"
"220761_s_at","220761_s_at",2.40268042588307e-07,8.28791276797315e-10,-11.2362966025751,2.53893399577363,-109.860666,"51347","TAOK3","TAO kinase 3"
"225755_at","225755_at",2.40268042588307e-07,8.31489319515661e-10,-11.2340909004736,2.53834954533856,-162.530148,"200942","KLHDC8B","kelch domain containing 8B"
"222581_at","222581_at",2.40268042588307e-07,8.37767958941715e-10,11.2289868259871,2.5369961463616,239.05993,"9213","XPR1","xenotropic and polytropic retrovirus receptor 1"
"225312_at","225312_at",2.49300767914012e-07,8.7667782317452e-10,-11.1982215697668,2.52880995156834,-506.471120000001,"170622","COMMD6","COMM domain containing 6"
"239155_at","239155_at",2.49300767914012e-07,8.85347646483524e-10,11.1915610819034,2.52703124018899,30.9829811,"1525","CXADR","coxsackie virus and adenovirus receptor"
"226056_at","226056_at",2.49300767914012e-07,8.8901930074733e-10,-11.1887609051525,2.5262827534866,-38.5648011,"57514","ARHGAP31","Rho GTPase activating protein 31"
"219025_at","219025_at",2.50245890475499e-07,9.02895522137023e-10,11.1782863558283,2.52347929342889,279.504027,"57124","CD248","CD248 molecule"
"238478_at","238478_at",2.50245890475499e-07,9.05610243683951e-10,-11.176256823042,2.52293543869648,-444.8140837,"54796","BNC2","basonuclin 2"
"208650_s_at","208650_s_at",2.50274331023023e-07,9.12324211669628e-10,11.1712646355737,2.52159676650587,1224.0239075,"100133941","CD24","CD24 molecule"
"226335_at","226335_at",2.56460174151911e-07,9.4164789093472e-10,-11.1499020155612,2.51585359976587,-87.0696346000002,"6197","RPS6KA3","ribosomal protein S6 kinase A3"
"202425_x_at","202425_x_at",2.60906328531057e-07,9.64864780472514e-10,-11.1334758268564,2.51142128410683,-212.5119,"5530","PPP3CA","protein phosphatase 3 catalytic subunit alpha"
"228504_at","228504_at",2.62890300376793e-07,9.79146058935675e-10,-11.1235756625171,2.50874304426811,-499.84295135,"6332","SCN7A","sodium voltage-gated channel alpha subunit 7"
"201934_at","201934_at",2.65797609486167e-07,1.00140425513177e-09,11.1084427531529,2.50463922013909,285.089043999999,"80335","WDR82","WD repeat domain 82"
"204466_s_at","204466_s_at",2.65797609486167e-07,1.00401664570679e-09,-11.1066897372739,2.50416304503002,-93.0832564000001,"6622","SNCA","synuclein alpha"
"219388_at","219388_at",2.66451244712461e-07,1.01352403092148e-09,11.1003499220386,2.50243958947353,90.2138752,"79977","GRHL2","grainyhead like transcription factor 2"
"202465_at","202465_at",2.68873635090392e-07,1.03029112021333e-09,11.0893191445837,2.49943582933769,1084.053906,"5118","PCOLCE","procollagen C-endopeptidase enhancer"
"204223_at","204223_at",2.68873635090392e-07,1.03694298869951e-09,-11.084994892666,2.49825653979582,-600.3843123,"5549","PRELP","proline and arginine rich end leucine rich repeat protein"
"208131_s_at","208131_s_at",2.72373378751532e-07,1.05763495988787e-09,-11.071726532129,2.49463183802991,-1539.4418272,"5740","PTGIS","prostaglandin I2 (prostacyclin) synthase"
"228411_at","228411_at",2.72917486663641e-07,1.06695691751113e-09,-11.0658373970709,2.49302001104812,-155.6240634,"117583","PARD3B","par-3 family cell polarity regulator beta"
"225301_s_at","225301_s_at",2.7637489362789e-07,1.08777396916173e-09,11.052878127265,2.48946658947573,104.0889856,"4645","MYO5B","myosin VB"
"205803_s_at","205803_s_at",2.85210374242048e-07,1.13865007543139e-09,-11.0222667177543,2.48103715088481,-150.7299464,"7220","TRPC1","transient receptor potential cation channel subfamily C member 1"
"229910_at","229910_at",2.85210374242048e-07,1.14452082396536e-09,-11.0188267203641,2.48008672481561,-108.9168608,"126669","SHE","Src homology 2 domain containing E"
"230081_at","230081_at",2.85210374242048e-07,1.14515088054498e-09,-11.0184586316217,2.47998498885689,-377.2375626,"345557","PLCXD3","phosphatidylinositol specific phospholipase C X domain containing 3"
"226326_at","226326_at",2.89133741743059e-07,1.17300212157403e-09,-11.0023955736678,2.4755381811927,-195.397553,"84333","PCGF5","polycomb group ring finger 5"
"202112_at","202112_at",2.89133741743059e-07,1.17635315686455e-09,-11.0004897989696,2.4750096690315,-537.835558000001,"7450","VWF","von Willebrand factor"
"203953_s_at","203953_s_at",2.89133741743059e-07,1.18381620229216e-09,10.9962657858435,2.47383755674445,410.4088894,"1365","CLDN3","claudin 3"
"201811_x_at","201811_x_at",2.90555784530425e-07,1.20104905106341e-09,-10.9866175520641,2.47115665112041,-690.444872,"9467","SH3BP5","SH3 domain binding protein 5"
"225871_at","225871_at",2.90555784530425e-07,1.20498872523646e-09,-10.9844321499866,2.47054870074221,-165.5963246,"261729","STEAP2","STEAP2 metalloreductase"
"227307_at","227307_at",3.02527889893035e-07,1.26263059944263e-09,-10.9532847528354,2.46185555072244,-116.8726171,"90139","TSPAN18","tetraspanin 18"
"227758_at","227758_at",3.22350608260755e-07,1.35387766366749e-09,-10.9068958316998,2.44880971053594,-224.9026012,"85004","RERG","RAS like estrogen regulated growth inhibitor"
"223696_at","223696_at",3.24447062940616e-07,1.37338211868403e-09,10.8974043778232,2.44612578164427,137.55092,"414","ARSD","arylsulfatase D"
"225273_at","225273_at",3.24447062940616e-07,1.37982347078319e-09,-10.8943007368206,2.44524706887201,-160.9495139,"55841","WWC3","WWC family member 3"
"225286_at","225286_at",3.34271130802711e-07,1.43108891506254e-09,10.8701263554911,2.43838436435042,102.742694,"414","ARSD","arylsulfatase D"
"208965_s_at","208965_s_at",3.34271130802711e-07,1.43926339437467e-09,-10.8663554690204,2.43731092878534,-493.614289000001,"3428","IFI16","interferon gamma inducible protein 16"
"204942_s_at","204942_s_at",3.3701024961792e-07,1.46072491562167e-09,10.8565608114228,2.43451902006122,22.0241357,"222","ALDH3B2","aldehyde dehydrogenase 3 family member B2"
"239185_at","239185_at",3.3701024961792e-07,1.46886153649145e-09,-10.8528866601091,2.43347033688282,-101.5848233,"10350","ABCA9","ATP binding cassette subfamily A member 9"
"231899_at","231899_at",3.37942153273561e-07,1.48953115621813e-09,-10.8436479546219,2.43083005557579,-79.3635494000001,"85463","ZC3H12C","zinc finger CCCH-type containing 12C"
"218204_s_at","218204_s_at",3.37942153273561e-07,1.49842181052659e-09,-10.8397152256072,2.42970468390736,-208.900537,"79443","FYCO1","FYVE and coiled-coil domain containing 1"
"230722_at","230722_at",3.37942153273561e-07,1.49970366774858e-09,-10.8391502155472,2.42954293163792,-421.1968278,"54796","BNC2","basonuclin 2"
"207542_s_at","207542_s_at",3.44344143438741e-07,1.5372100335776e-09,-10.822838057686,2.42486528507634,-155.6538108,"358","AQP1","aquaporin 1 (Colton blood group)"
